x,y,dbmsnr,hzbnr01,region,land_height,mp_height,bottom_line,t_measuring_depth,date,day,month,year,gw-level,yr_max,yr_max_dist,yr_min,yr_min_dist,yr_avg,yr_avg_dist,yr_avg_abs(dist),temp
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.08.1975,1,8,1975,115.12,115.38,0.26,114.68,0.44,0.7,114.42,114.42,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.09.1975,1,9,1975,114.84,115.38,0.54,114.68,0.16,0.7,114.14,114.14,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.10.1975,1,10,1975,114.73,115.38,0.65,114.68,0.05,0.7,114.03,114.03,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.11.1975,1,11,1975,114.71,115.38,0.67,114.68,0.03,0.7,114.00999999999999,114.00999999999999,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.12.1975,1,12,1975,114.76,115.38,0.62,114.68,0.08,0.7,114.06,114.06,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.01.1976,1,1,1976,115.09,115.45,0.36,114.09,1.0,1.36,113.73,113.73,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.02.1976,1,2,1976,115.38,115.45,0.07,114.09,1.29,1.36,114.02,114.02,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.03.1976,1,3,1976,115.38,115.45,0.07,114.09,1.29,1.36,114.02,114.02,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.04.1976,1,4,1976,115.21,115.45,0.24,114.09,1.12,1.36,113.85,113.85,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.05.1976,1,5,1976,115.06,115.45,0.39,114.09,0.97,1.36,113.7,113.7,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.06.1976,1,6,1976,114.83,115.45,0.62,114.09,0.74,1.36,113.47,113.47,
677201.49,437179.1,1002003,305524,Burgenland,119.48,119.73,110.59,,01.07.1976,1,7,1976,114.44,115.45,1.01,114.09,0.35,1.36,113.08,113.08,
